date,AAPL,MSFT,JPM,AMZN,F,TSLA,GM,BAC,EPU
2020-05-01,0.3800712111738138,0.401178747504013,0.6189613475421228,0.42648604376441285,0.6669382963320448,0.8310372911566155,0.7614877906296614,0.6727872320287872,503.9633367059844
2020-06-01,0.24982234651409713,0.26350399540672736,0.52572098729146,0.26925039462042577,0.6636144251649853,0.5757330248379072,0.6167705118792685,0.6290154833442123,300.2401726881104
2020-07-01,0.2889330364164566,0.2971929343201913,0.4512930149275865,0.3490728792346273,0.5545646788729256,0.7172786082819985,0.47259270309283025,0.5291734169543357,427.9153661127744
2020-08-01,0.4049673914551753,0.32272200757730013,0.2856148317798789,0.3878460815111096,0.3499800661940188,0.7812312490870629,0.4027273119107637,0.3121231415511016,263.471433963797
2020-09-01,0.4970516795529807,0.36462155284446096,0.2745243886323169,0.35197421330713385,0.2928587105967132,1.0848102309221193,0.4729783111426411,0.2715142646403611,252.5878427032177
2020-10-01,0.4623613608464684,0.34280770320777626,0.2646823437662214,0.40972214933491263,0.34295621820118327,0.9220020429034019,0.41653761360725594,0.30525961401035684,305.76662668120656
2020-11-01,0.39677447016653683,0.32592445575207785,0.4267111201558184,0.4134502823877731,0.38835021122389884,0.5182174662156875,0.4083446398393549,0.47163925267483914,327.60960495189306
2020-12-01,0.299799004848641,0.23841129023191246,0.40695152672219825,0.28981549777508697,0.3752567706226857,0.631959340337348,0.37227907456350023,0.42803324789488106,326.61663006838853
2021-01-01,0.31209329474439534,0.20773102545652256,0.2585509191862044,0.22838143589671167,0.36363556858454416,0.6119905537397663,0.4017347887145802,0.29199930118155104,261.30613275031254
2021-02-01,0.32041482326007076,0.24666815179265122,0.2506223804682188,0.2701654383123485,0.4392854998460574,0.5643775165262559,0.5066246455462156,0.31240344141787074,187.51961611197683
2021-03-01,0.33742977375446287,0.24449594363428345,0.2271777026915193,0.26752692428997626,0.4118007972879432,0.7752302130770765,0.40775936966318627,0.27818309429890337,166.7855324285332
2021-04-01,0.29230432058125855,0.23996518932579386,0.215315372284029,0.2415991671181304,0.40333993688426883,0.7100544097045363,0.39858627689482,0.2584884586858833,141.3001663096493
2021-05-01,0.23705885279793176,0.21426153641323292,0.20012675001211994,0.22307129823264674,0.4448397837056019,0.5097561570100464,0.34164581131982796,0.22212598414347334,172.09620892868668
2021-06-01,0.2068705751306351,0.19126032306926224,0.184666423881084,0.19755423970131955,0.503114575274941,0.4380428197431408,0.3250847041000597,0.19067042403207884,149.131269416058
2021-07-01,0.17860732562015835,0.13790898147019398,0.22189659668847503,0.21317313490341705,0.3458340041335218,0.3474980498244645,0.2944546855145457,0.272494455709644,182.171409450722
2021-08-01,0.19315288826882712,0.13392589129051855,0.21970772863321983,0.2892794314314978,0.3481362268145705,0.33000575246552305,0.40450816181801735,0.25394845293716456,157.1952139740155
2021-09-01,0.19768005882621628,0.1523493636136647,0.18142458157168417,0.20389115973368294,0.31533593187544157,0.3091321744403623,0.3410910607074924,0.2179465477037176,171.30044767776016
2021-10-01,0.20776403605255453,0.2164957531746992,0.23071256505432347,0.20774981590494537,0.34459359933358896,0.2774283152126903,0.2774326926749967,0.26409271101728754,136.92023897318535
2021-11-01,0.17999532929265852,0.1966331974885609,0.19122366772713872,0.25626609441063186,0.4246171163328737,0.6085669933114628,0.3317675522972036,0.22474443744478856,175.87287993217254
2021-12-01,0.2687294774927407,0.22965154907581872,0.20322522822048292,0.27126141111227126,0.4543371135705234,0.649859959579932,0.43500304920902066,0.258012181355979,201.43366532410732
2022-01-01,0.2880648444774579,0.28372053163388733,0.2667149301436308,0.25528956838621386,0.551422102942614,0.7046590126045197,0.4734899946663157,0.2828286258591688,155.279658979555
2022-02-01,0.29903976480793587,0.3131888794238727,0.30371772288329063,0.5268239653598594,0.5651399589139309,0.7259492043889519,0.39676448808238723,0.2687355970423965,140.442501940303
2022-03-01,0.30950802663216265,0.351388703792381,0.3322587831237702,0.5152891038058058,0.5377132917009227,0.6622497648398079,0.45130431707091256,0.37913679949368195,229.2447416565428
2022-04-01,0.30093935145769396,0.33241819526590743,0.3027307382629261,0.40379953420084275,0.44361250057295826,0.6158237025872055,0.44172647565854584,0.34789023165027644,168.82774660506905
2022-05-01,0.40454385160715833,0.40357690337538055,0.299044274418223,0.6292305161346035,0.4510798225390992,0.7356612969606955,0.44137358770356594,0.33299026088059785,190.45301794086703
2022-06-01,0.45628949443142364,0.37675506816743803,0.33486758744249767,0.616218210811108,0.5482468003801761,0.8385859860808121,0.5336018435001408,0.34931073375415495,152.81057402833767
2022-07-01,0.34707084997790677,0.33637624448950904,0.29568524426005566,0.4997511508737503,0.4988959761739726,0.6805798527864652,0.5355987648421153,0.31582482685741164,222.78993756365367
2022-08-01,0.25905466700455904,0.31765426153053083,0.26352511592549527,0.48573816146472437,0.445569133982584,0.5351574369272766,0.40934397087347113,0.30222354974217885,183.0348267700993
2022-09-01,0.2968576580538313,0.27407909483329734,0.25139977426417137,0.3983803145154219,0.4387365251279904,0.4090465929135355,0.364084772635327,0.26606184199062366,201.73848940265736
2022-10-01,0.370344346037547,0.35099406821650353,0.3502915408971998,0.42741742496441565,0.5793161541409315,0.5651756023025732,0.4979693984883275,0.36653773799851713,207.2753347956232
2022-11-01,0.45423517039622835,0.4699579783366576,0.3275466596727139,0.5683685444118227,0.39955041758641113,0.63569869139335,0.3973127950338268,0.3464376044534164,210.37489419320417
2022-12-01,0.4011736577153007,0.38368251811239606,0.21304832140970065,0.4774709359926624,0.34829630979286974,0.653758077394639,0.3342611346406946,0.27019809351355023,150.03712407268858
2023-01-01,0.3188033673491405,0.3117293308026595,0.18560111508189764,0.37368396336237764,0.4266063721110722,0.8544992306626819,0.3710156637454919,0.22953470638515458,161.42711351828396
2023-02-01,0.26029665088879517,0.32940219967977064,0.181817223709038,0.46264907599400623,0.4361719350999,0.7791906220133084,0.4281600599296564,0.1860147536902749,152.96728106380317
2023-03-01,0.2425361948263687,0.2942320722688945,0.27128374162202357,0.36744028780703397,0.39341787102069714,0.6202704013640723,0.3945517454111363,0.28144720190275246,200.48993632249247
2023-04-01,0.20006195173210797,0.2613547976399216,0.35112324548980817,0.30301050998691287,0.3550932239714403,0.533595254444545,0.3686443466253899,0.3800381495226667,165.4175590624888
2023-05-01,0.20685790651499422,0.28772855524652674,0.2725612893173318,0.34767118051945906,0.3216196977194101,0.5004632960255321,0.3276058498233033,0.2926235330805882,205.17645766377265
2023-06-01,0.16739550897480895,0.24302464534313734,0.1838432233683801,0.30398027418518464,0.3752276257562836,0.39550964106115094,0.32229755628243445,0.25153731466241613,179.30804360580655
2023-07-01,0.14446664512725765,0.247356999239046,0.16992366706775086,0.27054486920503207,0.30277996646859917,0.4990343158344637,0.2427900462352981,0.22676059889448985,132.710630244132
2023-08-01,0.1990314712726198,0.2517255006026775,0.16447321239995819,0.3345536657538665,0.277886781006469,0.4891020239008823,0.26769288033603594,0.24741309439538248,76.8442238599466
2023-09-01,0.2497165828155016,0.18779041683496067,0.14196684068599694,0.3033875806293573,0.22185704396832637,0.5315326718651108,0.24092701370157452,0.18840463411983097,117.69877740932384
2023-10-01,0.20150510991202764,0.21573624617199225,0.1445112628729205,0.3294780331217307,0.239593697113051,0.4815241185910329,0.2606557757258565,0.20636599056322744,133.59407497617926
